asset,date,role,t_star,t_trough,t_rebound_end,h_star,drop,reb,reason,t_trough_ref,t_trough_final
BTCUSDT,2022-07-30 00:00:00+00:00,quiet,2022-07-30 19:29:00+00:00,2022-07-30 19:58:00+00:00,2022-07-30 20:58:00+00:00,30,0.0231413403375242,0.38377441268044,no minute meets per-horizon drop thresholds,2022-07-30 19:58:45.892000+00:00,2022-07-30 19:58:45.892000+00:00
BTCUSDT,2022-08-04 00:00:00+00:00,quiet,2022-08-04 16:24:00+00:00,2022-08-04 16:53:00+00:00,2022-08-04 17:53:00+00:00,30,0.0179922195807217,0.2978543059188271,no minute meets per-horizon drop thresholds,2022-08-04 16:53:48.338000+00:00,2022-08-04 16:53:48.338000+00:00
BTCUSDT,2022-08-19 00:00:00+00:00,pos,2022-08-19 06:11:00+00:00,2022-08-19 06:38:00+00:00,2022-08-19 07:38:00+00:00,30,0.0594618156431563,0.6111803532578656,,2022-08-19 06:38:58.524000+00:00,2022-08-19 06:38:58.524000+00:00
BTCUSDT,2022-08-21 00:00:00+00:00,quiet,2022-08-21 21:37:00+00:00,2022-08-21 22:06:00+00:00,2022-08-21 23:06:00+00:00,30,0.0156710898251012,1.1565866761120434,no minute meets per-horizon drop thresholds,2022-08-21 22:06:24.505000+00:00,2022-08-21 22:06:24.505000+00:00
BTCUSDT,2022-08-29 00:00:00+00:00,quiet,2022-08-29 14:31:00+00:00,2022-08-29 14:57:00+00:00,2022-08-29 15:57:00+00:00,30,0.01066570362345,0.6951213894135515,no minute meets per-horizon drop thresholds,2022-08-29 14:57:02.717000+00:00,2022-08-29 14:57:02.717000+00:00
BTCUSDT,2022-09-01 00:00:00+00:00,quiet,2022-09-01 14:28:00+00:00,2022-09-01 14:56:00+00:00,2022-09-01 15:56:00+00:00,30,0.0136382267696356,0.6748454973513854,no minute meets per-horizon drop thresholds,2022-09-01 14:56:33.493000+00:00,2022-09-01 14:56:33.493000+00:00
BTCUSDT,2022-09-02 00:00:00+00:00,quiet,2022-09-02 17:18:00+00:00,2022-09-02 17:41:00+00:00,2022-09-02 18:41:00+00:00,30,0.0149841530024751,0.9037172253567924,no minute meets per-horizon drop thresholds,2022-09-02 17:41:44.367000+00:00,2022-09-02 17:41:44.367000+00:00
BTCUSDT,2022-09-13 00:00:00+00:00,near_miss,2022-09-13 12:28:00+00:00,2022-09-13 12:54:00+00:00,2022-09-13 13:54:00+00:00,30,0.060512056585858,0.1294893898721837,fails recovery: reb≈13% < 60%,2022-09-13 12:54:31.315000+00:00,2022-09-13 12:54:31.315000+00:00
BTCUSDT,2022-09-16 00:00:00+00:00,quiet,2022-09-16 13:29:00+00:00,2022-09-16 13:58:00+00:00,2022-09-16 14:58:00+00:00,30,0.0163707513020866,1.1039896164900072,no minute meets per-horizon drop thresholds,2022-09-16 13:58:29.557000+00:00,2022-09-16 13:58:29.557000+00:00
BTCUSDT,2022-09-21 00:00:00+00:00,pos,2022-09-21 17:59:00+00:00,2022-09-21 18:01:00+00:00,2022-09-21 19:01:00+00:00,5,0.0604959852385226,0.9365520454602164,,2022-09-21 18:01:06.184000+00:00,2022-09-21 18:01:06.184000+00:00
BTCUSDT,2022-10-02 00:00:00+00:00,quiet,2022-10-02 22:50:00+00:00,2022-10-02 23:16:00+00:00,2022-10-02 23:59:00+00:00,30,0.0155510912768097,0.622256423982878,no minute meets per-horizon drop thresholds,2022-10-02 23:16:39.464000+00:00,2022-10-02 23:16:39.464000+00:00
BTCUSDT,2022-10-18 00:00:00+00:00,quiet,2022-10-18 18:35:00+00:00,2022-10-18 19:01:00+00:00,2022-10-18 20:01:00+00:00,30,0.0131045480034936,0.447484450043296,no minute meets per-horizon drop thresholds,2022-10-18 19:01:43.429000+00:00,2022-10-18 19:01:43.429000+00:00
BTCUSDT,2022-10-29 00:00:00+00:00,quiet,2022-10-29 10:22:00+00:00,2022-10-29 10:37:00+00:00,2022-10-29 11:37:00+00:00,30,0.0114080433426796,0.3176499979181472,no minute meets per-horizon drop thresholds,2022-10-29 10:37:29.069000+00:00,2022-10-29 10:37:29.069000+00:00
BTCUSDT,2022-11-08 00:00:00+00:00,pos,2022-11-08 19:07:00+00:00,2022-11-08 19:32:00+00:00,2022-11-08 20:32:00+00:00,30,0.0811179565685166,0.9742060218941976,,2022-11-08 19:32:59.990000+00:00,2022-11-08 19:32:59.990000+00:00
BTCUSDT,2022-11-09 00:00:00+00:00,near_miss,2022-11-09 20:35:00+00:00,2022-11-09 21:05:00+00:00,2022-11-09 22:05:00+00:00,30,0.0511220313838456,0.2902796871830698,fails recovery: reb≈29% < 60%,2022-11-09 21:04:58.845000+00:00,2022-11-09 21:04:58.845000+00:00
BTCUSDT,2022-11-10 00:00:00+00:00,pos,2022-11-10 13:30:00+00:00,2022-11-10 13:30:00+00:00,2022-11-10 14:30:00+00:00,5,0.0474097858992742,1.5200038854284297,,2022-11-10 13:30:00.942000+00:00,2022-11-10 13:30:00.942000+00:00
BTCUSDT,2022-11-11 00:00:00+00:00,pos,2022-11-11 13:55:00+00:00,2022-11-11 14:24:00+00:00,2022-11-11 15:24:00+00:00,30,0.0539658409056881,0.9596653719749036,,2022-11-11 14:24:32.948000+00:00,2022-11-11 14:24:32.948000+00:00
BTCUSDT,2022-11-17 00:00:00+00:00,quiet,2022-11-17 15:24:00+00:00,2022-11-17 15:51:00+00:00,2022-11-17 16:51:00+00:00,30,0.0118073971861083,0.9231042353537928,no minute meets per-horizon drop thresholds,2022-11-17 15:51:46.562000+00:00,2022-11-17 15:51:46.562000+00:00
BTCUSDT,2022-11-18 00:00:00+00:00,quiet,2022-11-18 14:19:00+00:00,2022-11-18 14:43:00+00:00,2022-11-18 15:43:00+00:00,30,0.0076761214282437,0.513469451129561,no minute meets per-horizon drop thresholds,2022-11-18 14:43:05.076000+00:00,2022-11-18 14:43:05.076000+00:00
BTCUSDT,2022-11-24 00:00:00+00:00,quiet,2022-11-24 07:44:00+00:00,2022-11-24 08:07:00+00:00,2022-11-24 09:07:00+00:00,30,0.0086931329457347,0.2875438958892689,no minute meets per-horizon drop thresholds,2022-11-24 08:07:46.960000+00:00,2022-11-24 08:07:46.960000+00:00
BTCUSDT,2022-12-04 00:00:00+00:00,quiet,2022-12-04 18:46:00+00:00,2022-12-04 18:57:00+00:00,2022-12-04 19:57:00+00:00,15,0.0060298505024194,0.679601316044121,no minute meets per-horizon drop thresholds,2022-12-04 18:57:42.965000+00:00,2022-12-04 18:57:42.965000+00:00
BTCUSDT,2022-12-06 00:00:00+00:00,quiet,2022-12-06 14:53:00+00:00,2022-12-06 15:07:00+00:00,2022-12-06 16:07:00+00:00,15,0.0045134993379102,1.233324648254302,no minute meets per-horizon drop thresholds,2022-12-06 15:07:58.475000+00:00,2022-12-06 15:07:58.475000+00:00
BTCUSDT,2022-12-17 00:00:00+00:00,quiet,2022-12-17 01:56:00+00:00,2022-12-17 02:26:00+00:00,2022-12-17 03:26:00+00:00,30,0.0058230583762201,1.0342050407428516,no minute meets per-horizon drop thresholds,2022-12-17 02:25:16.228000+00:00,2022-12-17 02:25:16.228000+00:00
BTCUSDT,2023-01-24 00:00:00+00:00,quiet,2023-01-24 22:51:00+00:00,2023-01-24 23:20:00+00:00,2023-01-24 23:59:00+00:00,30,0.0146718421083798,0.5910667304472643,no minute meets per-horizon drop thresholds,2023-01-24 23:20:58.073000+00:00,2023-01-24 23:20:58.073000+00:00
BTCUSDT,2023-01-26 00:00:00+00:00,quiet,2023-01-26 14:30:00+00:00,2023-01-26 14:51:00+00:00,2023-01-26 15:51:00+00:00,30,0.0131720564354338,0.8412210746502868,no minute meets per-horizon drop thresholds,2023-01-26 14:51:04.011000+00:00,2023-01-26 14:51:04.011000+00:00
BTCUSDT,2023-01-27 00:00:00+00:00,quiet,2023-01-27 01:16:00+00:00,2023-01-27 01:38:00+00:00,2023-01-27 02:38:00+00:00,30,0.0186917678535035,0.6187214611872132,no minute meets per-horizon drop thresholds,2023-01-27 01:38:30.775000+00:00,2023-01-27 01:38:30.775000+00:00
BTCUSDT,2023-02-03 00:00:00+00:00,quiet,2023-02-03 13:12:00+00:00,2023-02-03 13:31:00+00:00,2023-02-03 14:31:00+00:00,30,0.0126829123252643,0.5963361130647296,no minute meets per-horizon drop thresholds,2023-02-03 13:31:09.550000+00:00,2023-02-03 13:31:09.550000+00:00
BTCUSDT,2023-02-07 00:00:00+00:00,quiet,2023-02-07 18:03:00+00:00,2023-02-07 18:31:00+00:00,2023-02-07 19:31:00+00:00,30,0.0232172542122028,0.6494826311899474,no minute meets per-horizon drop thresholds,2023-02-07 18:31:03.892000+00:00,2023-02-07 18:31:03.892000+00:00
BTCUSDT,2023-02-27 00:00:00+00:00,quiet,2023-02-27 16:05:00+00:00,2023-02-27 16:34:00+00:00,2023-02-27 17:34:00+00:00,30,0.019024112542707,0.6582949257453333,no minute meets per-horizon drop thresholds,2023-02-27 16:34:07.127000+00:00,2023-02-27 16:34:07.127000+00:00
BTCUSDT,2023-03-03 00:00:00+00:00,near_miss,2023-03-03 01:12:00+00:00,2023-03-03 01:32:00+00:00,2023-03-03 02:32:00+00:00,30,0.0559116269318905,0.3097007231823075,fails recovery: reb≈31% < 60%,2023-03-03 01:32:31.618000+00:00,2023-03-03 01:32:31.618000+00:00
BTCUSDT,2023-03-09 00:00:00+00:00,quiet,2023-03-09 20:32:00+00:00,2023-03-09 20:59:00+00:00,2023-03-09 21:59:00+00:00,30,0.0327834201811982,0.5495333706244291,no minute meets per-horizon drop thresholds,2023-03-09 20:59:41.536000+00:00,2023-03-09 20:59:41.536000+00:00
BTCUSDT,2023-03-21 00:00:00+00:00,quiet,2023-03-21 06:49:00+00:00,2023-03-21 07:14:00+00:00,2023-03-21 08:14:00+00:00,30,0.0153203091471046,0.6070856873823006,no minute meets per-horizon drop thresholds,2023-03-21 07:14:27.305000+00:00,2023-03-21 07:14:27.305000+00:00
BTCUSDT,2023-03-30 00:00:00+00:00,quiet,2023-03-30 02:45:00+00:00,2023-03-30 03:11:00+00:00,2023-03-30 04:11:00+00:00,30,0.0353062063437496,0.4627206847915932,no minute meets per-horizon drop thresholds,2023-03-30 03:11:12.200000+00:00,2023-03-30 03:11:12.200000+00:00
BTCUSDT,2023-04-17 00:00:00+00:00,quiet,2023-04-17 11:07:00+00:00,2023-04-17 11:34:00+00:00,2023-04-17 12:34:00+00:00,30,0.0172001684072993,0.7963770089893799,no minute meets per-horizon drop thresholds,2023-04-17 11:34:51.233000+00:00,2023-04-17 11:34:51.233000+00:00
BTCUSDT,2023-04-18 00:00:00+00:00,quiet,2023-04-18 01:00:00+00:00,2023-04-18 01:15:00+00:00,2023-04-18 02:15:00+00:00,30,0.0094713191489362,1.228308532815758,no minute meets per-horizon drop thresholds,2023-04-18 01:15:37.782000+00:00,2023-04-18 01:15:37.782000+00:00
BTCUSDT,2023-04-26 00:00:00+00:00,pos,2023-04-26 19:33:00+00:00,2023-04-26 20:02:00+00:00,2023-04-26 21:02:00+00:00,30,0.0587247249357593,0.7115322367065879,,2023-04-26 20:02:45.179000+00:00,2023-04-26 20:02:45.179000+00:00
BTCUSDT,2023-04-30 00:00:00+00:00,quiet,2023-04-30 18:53:00+00:00,2023-04-30 19:21:00+00:00,2023-04-30 20:21:00+00:00,30,0.013928285583021,0.4237657836698139,no minute meets per-horizon drop thresholds,2023-04-30 19:21:59.340000+00:00,2023-04-30 19:21:59.340000+00:00
BTCUSDT,2023-05-10 00:00:00+00:00,near_miss,2023-05-10 17:05:00+00:00,2023-05-10 17:21:00+00:00,2023-05-10 18:21:00+00:00,30,0.0510569426080287,0.5293015249425631,fails recovery: reb≈53% < 60%,2023-05-10 17:21:12.331000+00:00,2023-05-10 17:21:12.331000+00:00
BTCUSDT,2023-05-25 00:00:00+00:00,quiet,2023-05-25 01:03:00+00:00,2023-05-25 01:27:00+00:00,2023-05-25 02:27:00+00:00,30,0.0167706829809244,0.6248045502957253,no minute meets per-horizon drop thresholds,2023-05-25 01:27:49.554000+00:00,2023-05-25 01:27:49.554000+00:00
BTCUSDT,2023-05-31 00:00:00+00:00,quiet,2023-05-31 04:32:00+00:00,2023-05-31 05:01:00+00:00,2023-05-31 06:01:00+00:00,30,0.0183651357261852,0.2918940214714881,no minute meets per-horizon drop thresholds,2023-05-31 05:01:33.353000+00:00,2023-05-31 05:01:33.353000+00:00
BTCUSDT,2023-06-01 00:00:00+00:00,quiet,2023-06-01 02:35:00+00:00,2023-06-01 03:04:00+00:00,2023-06-01 04:04:00+00:00,30,0.0184203108581953,0.4683638111642997,no minute meets per-horizon drop thresholds,2023-06-01 03:04:20.389000+00:00,2023-06-01 03:04:20.389000+00:00
BTCUSDT,2023-06-12 00:00:00+00:00,quiet,2023-06-12 02:08:00+00:00,2023-06-12 02:27:00+00:00,2023-06-12 03:27:00+00:00,30,0.0137611356837269,0.649021638720149,no minute meets per-horizon drop thresholds,2023-06-12 02:27:16.536000+00:00,2023-06-12 02:27:16.536000+00:00
BTCUSDT,2023-06-27 00:00:00+00:00,quiet,2023-06-27 14:08:00+00:00,2023-06-27 14:12:00+00:00,2023-06-27 15:12:00+00:00,5,0.0115559502446495,0.7480383122504275,no minute meets per-horizon drop thresholds,2023-06-27 14:12:34.038000+00:00,2023-06-27 14:12:34.038000+00:00
BTCUSDT,2023-06-30 00:00:00+00:00,near_miss,2023-06-30 13:28:00+00:00,2023-06-30 13:48:00+00:00,2023-06-30 14:48:00+00:00,30,0.0511101046802465,0.5116428355654012,fails recovery: reb≈51% < 60%,2023-06-30 13:48:04.517000+00:00,2023-06-30 13:48:04.517000+00:00
BTCUSDT,2023-07-04 00:00:00+00:00,quiet,2023-07-04 16:27:00+00:00,2023-07-04 16:52:00+00:00,2023-07-04 17:52:00+00:00,30,0.0097593683443145,0.595020090903104,no minute meets per-horizon drop thresholds,2023-07-04 16:52:17.757000+00:00,2023-07-04 16:52:17.757000+00:00
BTCUSDT,2023-07-05 00:00:00+00:00,quiet,2023-07-05 10:31:00+00:00,2023-07-05 11:00:00+00:00,2023-07-05 12:00:00+00:00,30,0.0103316807339784,0.4418318394142202,no minute meets per-horizon drop thresholds,2023-07-05 11:00:20.995000+00:00,2023-07-05 11:00:20.995000+00:00
BTCUSDT,2023-07-19 00:00:00+00:00,quiet,2023-07-19 13:46:00+00:00,2023-07-19 14:15:00+00:00,2023-07-19 15:15:00+00:00,30,0.0075136371283662,0.381228427294458,no minute meets per-horizon drop thresholds,2023-07-19 14:15:36.130000+00:00,2023-07-19 14:15:36.130000+00:00
BTCUSDT,2023-08-07 00:00:00+00:00,quiet,2023-08-07 15:13:00+00:00,2023-08-07 15:34:00+00:00,2023-08-07 16:34:00+00:00,30,0.0069596982511342,0.6187930095549314,no minute meets per-horizon drop thresholds,2023-08-07 15:34:07.080000+00:00,2023-08-07 15:34:07.080000+00:00
BTCUSDT,2023-08-09 00:00:00+00:00,quiet,2023-08-09 16:34:00+00:00,2023-08-09 17:03:00+00:00,2023-08-09 18:03:00+00:00,30,0.0091850716107415,0.4639601713218901,no minute meets per-horizon drop thresholds,2023-08-09 17:03:27.444000+00:00,2023-08-09 17:03:27.444000+00:00
BTCUSDT,2023-08-17 00:00:00+00:00,near_miss,2023-08-17 21:23:00+00:00,2023-08-17 21:45:00+00:00,2023-08-17 22:45:00+00:00,30,0.0919282794375482,0.5236156959103813,fails recovery: reb≈52% < 60%,2023-08-17 21:45:00.186000+00:00,2023-08-17 21:45:00.186000+00:00
BTCUSDT,2023-09-21 00:00:00+00:00,quiet,2023-09-21 09:12:00+00:00,2023-09-21 09:38:00+00:00,2023-09-21 10:38:00+00:00,30,0.0081360669389579,0.427124212831974,no minute meets per-horizon drop thresholds,2023-09-21 09:38:26.334000+00:00,2023-09-21 09:38:26.334000+00:00
BTCUSDT,2023-09-24 00:00:00+00:00,quiet,2023-09-24 22:59:00+00:00,2023-09-24 23:28:00+00:00,2023-09-24 23:59:00+00:00,30,0.0139206556226016,0.4422268622718754,no minute meets per-horizon drop thresholds,2023-09-24 23:28:07.344000+00:00,2023-09-24 23:28:07.344000+00:00
BTCUSDT,2023-09-25 00:00:00+00:00,quiet,2023-09-25 00:01:00+00:00,2023-09-25 00:23:00+00:00,2023-09-25 01:23:00+00:00,30,0.0091066906259587,1.4358652437748378,no minute meets per-horizon drop thresholds,2023-09-25 00:23:09.074000+00:00,2023-09-25 00:23:09.074000+00:00
BTCUSDT,2023-10-03 00:00:00+00:00,quiet,2023-10-03 13:54:00+00:00,2023-10-03 14:19:00+00:00,2023-10-03 15:19:00+00:00,30,0.0083130013426547,0.4846687311903102,no minute meets per-horizon drop thresholds,2023-10-03 14:19:47.045000+00:00,2023-10-03 14:19:47.045000+00:00
BTCUSDT,2023-10-05 00:00:00+00:00,quiet,2023-10-05 15:17:00+00:00,2023-10-05 15:37:00+00:00,2023-10-05 16:37:00+00:00,30,0.0158343715399348,0.4921750963937384,no minute meets per-horizon drop thresholds,2023-10-05 15:37:52.613000+00:00,2023-10-05 15:37:52.613000+00:00
BTCUSDT,2023-10-09 00:00:00+00:00,quiet,2023-10-09 09:22:00+00:00,2023-10-09 09:50:00+00:00,2023-10-09 10:50:00+00:00,30,0.0122870980969741,0.5069002900758872,no minute meets per-horizon drop thresholds,2023-10-09 09:50:23.125000+00:00,2023-10-09 09:50:23.125000+00:00
BTCUSDT,2023-10-16 00:00:00+00:00,near_miss,2023-10-16 13:30:00+00:00,2023-10-16 13:49:00+00:00,2023-10-16 14:49:00+00:00,30,0.0721982343995971,0.3104896077113803,fails recovery: reb≈31% < 60%,2023-10-16 13:49:39.035000+00:00,2023-10-16 13:49:39.035000+00:00
BTCUSDT,2023-11-08 00:00:00+00:00,quiet,2023-11-08 23:45:00+00:00,2023-11-08 23:58:00+00:00,2023-11-08 23:59:00+00:00,15,0.0124928226877958,0.1381278031884175,no minute meets per-horizon drop thresholds,2023-11-08 23:58:36.694000+00:00,2023-11-08 23:58:36.694000+00:00
BTCUSDT,2023-11-13 00:00:00+00:00,quiet,2023-11-13 20:49:00+00:00,2023-11-13 21:17:00+00:00,2023-11-13 22:17:00+00:00,30,0.0130405180061181,0.6265945271043514,no minute meets per-horizon drop thresholds,2023-11-13 21:17:26.396000+00:00,2023-11-13 21:17:26.396000+00:00
BTCUSDT,2023-11-28 00:00:00+00:00,quiet,2023-11-28 19:42:00+00:00,2023-11-28 20:07:00+00:00,2023-11-28 21:07:00+00:00,30,0.0071072024555048,0.7969833755367219,no minute meets per-horizon drop thresholds,2023-11-28 20:07:42.163000+00:00,2023-11-28 20:07:42.163000+00:00
BTCUSDT,2023-12-11 00:00:00+00:00,pos,2023-12-11 01:53:00+00:00,2023-12-11 02:13:00+00:00,2023-12-11 03:13:00+00:00,30,0.0684699919367316,0.6314173045384588,,2023-12-11 02:13:22.142000+00:00,2023-12-11 02:13:22.142000+00:00
BTCUSDT,2023-12-15 00:00:00+00:00,quiet,2023-12-15 02:47:00+00:00,2023-12-15 03:16:00+00:00,2023-12-15 04:16:00+00:00,30,0.0105861045091913,0.774323432343235,no minute meets per-horizon drop thresholds,2023-12-15 03:16:18.603000+00:00,2023-12-15 03:16:18.603000+00:00
BTCUSDT,2023-12-22 00:00:00+00:00,quiet,2023-12-22 06:34:00+00:00,2023-12-22 07:02:00+00:00,2023-12-22 08:02:00+00:00,30,0.0155440414507772,0.3797101449275362,no minute meets per-horizon drop thresholds,2023-12-22 07:02:55.658000+00:00,2023-12-22 07:02:55.658000+00:00
BTCUSDT,2023-12-27 00:00:00+00:00,quiet,2023-12-27 22:17:00+00:00,2023-12-27 22:44:00+00:00,2023-12-27 23:44:00+00:00,30,0.0085936267541057,0.4467535235659273,no minute meets per-horizon drop thresholds,2023-12-27 22:44:10.001000+00:00,2023-12-27 22:44:10.001000+00:00
BTCUSDT,2024-01-03 00:00:00+00:00,near_miss,2024-01-03 11:44:00+00:00,2024-01-03 12:10:00+00:00,2024-01-03 13:10:00+00:00,30,0.0842443510236349,0.5524265292349224,fails recovery: reb≈55% < 60%,2024-01-03 12:10:36.172000+00:00,2024-01-03 12:10:36.172000+00:00
BTCUSDT,2024-01-09 00:00:00+00:00,near_miss,2024-01-09 21:14:00+00:00,2024-01-09 21:25:00+00:00,2024-01-09 22:25:00+00:00,15,0.0661477145711999,0.4975628531496776,fails recovery: reb≈50% < 60%,2024-01-09 21:25:24.636000+00:00,2024-01-09 21:25:24.636000+00:00
BTCUSDT,2024-01-14 00:00:00+00:00,quiet,2024-01-14 19:47:00+00:00,2024-01-14 20:03:00+00:00,2024-01-14 21:03:00+00:00,30,0.0148589652390919,0.8837582120516787,no minute meets per-horizon drop thresholds,2024-01-14 20:03:01.601000+00:00,2024-01-14 20:03:01.601000+00:00
BTCUSDT,2024-01-16 00:00:00+00:00,quiet,2024-01-16 14:31:00+00:00,2024-01-16 14:44:00+00:00,2024-01-16 15:44:00+00:00,15,0.0202956074528361,1.4518602702299392,no minute meets per-horizon drop thresholds,2024-01-16 14:44:13.108000+00:00,2024-01-16 14:44:13.108000+00:00
BTCUSDT,2024-01-26 00:00:00+00:00,quiet,2024-01-26 12:27:00+00:00,2024-01-26 12:54:00+00:00,2024-01-26 13:54:00+00:00,30,0.0098091520277596,0.338590414425042,no minute meets per-horizon drop thresholds,2024-01-26 12:54:16.216000+00:00,2024-01-26 12:54:16.216000+00:00
BTCUSDT,2024-02-02 00:00:00+00:00,quiet,2024-02-02 13:25:00+00:00,2024-02-02 13:51:00+00:00,2024-02-02 14:51:00+00:00,30,0.0128581733273411,0.6608083724287317,no minute meets per-horizon drop thresholds,2024-02-02 13:51:03.932000+00:00,2024-02-02 13:51:03.932000+00:00
BTCUSDT,2024-02-08 00:00:00+00:00,quiet,2024-02-08 16:32:00+00:00,2024-02-08 16:53:00+00:00,2024-02-08 17:53:00+00:00,30,0.0091308250687586,0.8105560791705956,no minute meets per-horizon drop thresholds,2024-02-08 16:53:07.174000+00:00,2024-02-08 16:53:07.174000+00:00
BTCUSDT,2024-02-24 00:00:00+00:00,near_miss,2024-02-24 17:52:00+00:00,2024-02-24 17:56:00+00:00,2024-02-24 18:56:00+00:00,5,0.0042870222957665,1.0568694710236777,no minute meets per-horizon drop thresholds,2024-02-24 17:56:42.450000+00:00,2024-02-24 17:56:42.450000+00:00
BTCUSDT,2024-03-01 00:00:00+00:00,quiet,2024-03-01 14:27:00+00:00,2024-03-01 14:41:00+00:00,2024-03-01 15:41:00+00:00,15,0.0140587859840645,0.7479112286420945,no minute meets per-horizon drop thresholds,2024-03-01 14:41:29.460000+00:00,2024-03-01 14:41:29.460000+00:00
BTCUSDT,2024-03-05 00:00:00+00:00,pos,2024-03-05 19:31:00+00:00,2024-03-05 19:57:00+00:00,2024-03-05 20:57:00+00:00,30,0.0672784590722483,0.9758958297600382,,2024-03-05 19:57:14.561000+00:00,2024-03-05 19:57:14.561000+00:00
BTCUSDT,2024-03-08 00:00:00+00:00,pos,2024-03-08 15:30:00+00:00,2024-03-08 15:32:00+00:00,2024-03-08 16:32:00+00:00,5,0.0381987632797321,0.7475214854588825,,2024-03-08 15:32:44.912000+00:00,2024-03-08 15:32:44.912000+00:00
BTCUSDT,2024-03-25 00:00:00+00:00,quiet,2024-03-25 21:00:00+00:00,2024-03-25 21:28:00+00:00,2024-03-25 22:28:00+00:00,30,0.01943880204846,0.6991609923060763,no minute meets per-horizon drop thresholds,2024-03-25 21:28:42.513000+00:00,2024-03-25 21:28:42.513000+00:00
BTCUSDT,2024-03-26 00:00:00+00:00,quiet,2024-03-26 14:07:00+00:00,2024-03-26 14:32:00+00:00,2024-03-26 15:32:00+00:00,30,0.0190541093321399,0.8174123696784558,no minute meets per-horizon drop thresholds,2024-03-26 14:32:45.051000+00:00,2024-03-26 14:32:45.051000+00:00
BTCUSDT,2024-04-04 00:00:00+00:00,quiet,2024-04-04 19:48:00+00:00,2024-04-04 20:17:00+00:00,2024-04-04 21:17:00+00:00,30,0.0206949295743526,0.5493217945926228,no minute meets per-horizon drop thresholds,2024-04-04 20:17:01.219000+00:00,2024-04-04 20:17:01.219000+00:00
BTCUSDT,2024-04-11 00:00:00+00:00,quiet,2024-04-11 13:15:00+00:00,2024-04-11 13:44:00+00:00,2024-04-11 14:44:00+00:00,30,0.0174478450809652,0.6625138360359094,no minute meets per-horizon drop thresholds,2024-04-11 13:44:00.106000+00:00,2024-04-11 13:44:00.106000+00:00
BTCUSDT,2024-04-13 00:00:00+00:00,near_miss,2024-04-13 19:40:00+00:00,2024-04-13 20:09:00+00:00,2024-04-13 21:09:00+00:00,30,0.0947536047226376,0.4596043115613354,fails recovery: reb≈46% < 60%,2024-04-13 20:09:25.048000+00:00,2024-04-13 20:09:25.048000+00:00
BTCUSDT,2024-04-25 00:00:00+00:00,quiet,2024-04-25 12:31:00+00:00,2024-04-25 12:54:00+00:00,2024-04-25 13:54:00+00:00,30,0.0141484979901055,0.3358223749421762,no minute meets per-horizon drop thresholds,2024-04-25 12:54:00.320000+00:00,2024-04-25 12:54:00.320000+00:00
BTCUSDT,2024-05-09 00:00:00+00:00,quiet,2024-05-09 16:35:00+00:00,2024-05-09 17:01:00+00:00,2024-05-09 18:01:00+00:00,30,0.011436756206216,0.6459356933887617,no minute meets per-horizon drop thresholds,2024-05-09 17:01:15.188000+00:00,2024-05-09 17:01:15.188000+00:00
BTCUSDT,2024-05-22 00:00:00+00:00,quiet,2024-05-22 17:18:00+00:00,2024-05-22 17:43:00+00:00,2024-05-22 18:43:00+00:00,30,0.0107848002413786,0.3329559218494852,no minute meets per-horizon drop thresholds,2024-05-22 17:43:09.266000+00:00,2024-05-22 17:43:09.266000+00:00
BTCUSDT,2024-05-28 00:00:00+00:00,quiet,2024-05-28 01:36:00+00:00,2024-05-28 02:03:00+00:00,2024-05-28 03:03:00+00:00,30,0.0164929262844377,0.3680852732771499,no minute meets per-horizon drop thresholds,2024-05-28 02:03:27.756000+00:00,2024-05-28 02:03:27.756000+00:00
BTCUSDT,2024-06-20 00:00:00+00:00,quiet,2024-06-20 12:59:00+00:00,2024-06-20 13:28:00+00:00,2024-06-20 14:28:00+00:00,30,0.0118216144015784,0.3768766266234146,no minute meets per-horizon drop thresholds,2024-06-20 13:28:17.064000+00:00,2024-06-20 13:28:17.064000+00:00
BTCUSDT,2024-06-26 00:00:00+00:00,quiet,2024-06-26 14:51:00+00:00,2024-06-26 15:13:00+00:00,2024-06-26 16:13:00+00:00,30,0.0103318783334765,0.4570230607966434,no minute meets per-horizon drop thresholds,2024-06-26 15:13:46.681000+00:00,2024-06-26 15:13:46.681000+00:00
BTCUSDT,2024-06-27 00:00:00+00:00,quiet,2024-06-27 14:28:00+00:00,2024-06-27 14:58:00+00:00,2024-06-27 15:58:00+00:00,30,0.0093131006241008,0.2718514836210348,no minute meets per-horizon drop thresholds,2024-06-27 14:57:15.362000+00:00,2024-06-27 14:57:15.362000+00:00
BTCUSDT,2024-07-12 00:00:00+00:00,quiet,2024-07-12 00:50:00+00:00,2024-07-12 01:20:00+00:00,2024-07-12 02:20:00+00:00,30,0.0147665881508339,0.615812448000362,no minute meets per-horizon drop thresholds,2024-07-12 01:19:25.307000+00:00,2024-07-12 01:19:25.307000+00:00
BTCUSDT,2024-07-19 00:00:00+00:00,quiet,2024-07-19 15:07:00+00:00,2024-07-19 15:30:00+00:00,2024-07-19 16:30:00+00:00,30,0.0086749297340563,2.174560098047821,no minute meets per-horizon drop thresholds,2024-07-19 15:30:28.143000+00:00,2024-07-19 15:30:28.143000+00:00
